"Measure code","AGE_GRP","SEX","COUNTRY_REGION","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"HFAMDB_280","01_19","ALL","ALB","","","","","","","","","","","","","","","","","","","","8.64","5.09","6.92","","","4.93","6.13","5.07","4.96","2.6","2.33","2.62","1.68","1.48","0.76","1.08","0.87","1.76","0.66","0.6","0.59","0.54","0.1","","","","","","",""
"HFAMDB_280","01_19","ALL","ARM","","","","","","","","","","","","","","1.87","2.37","","","2.97","2.71","2.51","1.35","0.84","0.74","0.43","0.99","0.87","1.07","0.61","0.77","0.96","0.65","0.54","0.93","0.5","0.53","0.55","","","0.63","","0.52","1.08","","","0.41","0.69","0.13","0.56","0.14"
"HFAMDB_280","01_19","ALL","AUT","","4.06","3.41","3","2.52","1.64","1.9","2.49","1.86","1.16","1.49","1.55","1.16","1.05","1.26","1.08","0.89","0.64","0.78","0.45","0.33","0.45","0.38","0.52","0.18","0.23","0.4","0.47","0.33","0.29","0.23","0.28","0.23","0.36","0.16","0.25","0","0.18","0.21","0","0.07","0.15","0.05","0.07","0","0.15","0.06","0.06","0.23"
"HFAMDB_280","01_19","ALL","AZE","","","","","","","","","","","","","","4.47","3.44","","","2.39","3.57","3.04","2.63","1.88","2.01","1.82","1.87","2.45","1.96","2.13","2.05","2.38","1.58","0.95","1.18","2.15","1.65","1.69","1.82","","","1.52","","","","","","","","",""
"HFAMDB_280","01_19","ALL","BLR","","","","","","","","","","","","","","1.16","0.58","","","0.85","0.85","0.74","0.84","0.82","0.56","0.67","0.58","0.56","0.46","0.63","0.6459222","0.65","0.58","0.57","0.31","0.52","0.33","0.39","0.17810283","0.03176046","","0.07","0.28","0.44","0.2","0.16","","0.22","0","",""
"HFAMDB_280","01_19","ALL","BEL","1.72","1.45","1.02","0.77","0.96","0.68","0.59","0.65","0.86","0.49","0.48","0.71","0.4","0.55","0.69","0.49","0.79","0.76","0.34","0.27","0.27","0.34","0.17","0.26","0.29","0.27","0.31","0.43","0.39","0.19","0.37","0.49","0.18","0.13","0.36","0.23","0.25","0.08","0.32","0.28","0.3","0.2","0.23","0.29","0.21","0.3","0.17","0.04",""
"HFAMDB_280","01_19","ALL","BIH","","","","","","","","","","","","","","","","","","1.98","1.83","1.67","1.56","1.49","1.1","0.93","","","","","","","","","","","","","","","","","","","","0.09","","","0.3","",""
"HFAMDB_280","01_19","ALL","BGR","1.72","1.99","1.54","1.9","1.85","1.18","1.59","1.38","1.99","1.85","1.85","1.63","1.34","1.94","2.12","1.33","1.21","1.41","1.58","1.08","1.77","1.33","1.53","1.37","1.33","1.32","1.82","1.02","1.15","1.61","0.7","1.37","0.91","0.43","0.91","0.5","1","0.89","0.78","1","0.62","0.45","0.52","0.92","0.31","1.13","0.48","",""
"HFAMDB_280","01_19","ALL","HRV","","","","","","","","","","","","","","","","","","0.81","0.57","0.56","0.41","0.23","0.36","0.51","0.54","0.7","0.67","0.39","0.27","0.37","0.25","0.37","0.66","0.19","0.25","0.19","0.09","0.24","0","0.1","0","0.1","0.1","0.1","0.1","0.1","0.23","0","0"
"HFAMDB_280","01_19","ALL","CYP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","0","0","1.41","0","0","0.65","0","0.42","0","0","0.55","0","0"
