"Measure code","AGE_GRP","SEX","COUNTRY_REGION","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"HFAMDB_798","TOTAL","ALL","ALB","","","","","","","","","","","","","","","","","","","","11.74","12.35","14.18","","","15.53","12.71","10.95","8.05","7.08","5.91","9.46","6.16","2.49","11.97","11.31","13.04","12.74","0","0.12","9.71","10.18","0","","","","","","",""
"HFAMDB_798","TOTAL","ALL","ARM","","","","","","","","","","","","","","10.8","11.55","","","12.24","13.57","13.62","15.41","21.7","22.33","19.75","15.27","10.15","6.57","7.53","6.91","6.61","6.11","5.04","5.83","5.38","6.65","6.49","","","","","5.9","","","","6.77","6.05","6.22","10.41","7.06"
"HFAMDB_798","TOTAL","ALL","AUT","","32.87","35.92","38.55","40.25","37.41","33.82","33.73","29.89","29.24","29.62","28.07","25.34","24.44","25.02","25.29","23.62","19.74","18.81","18.7","19.4","18.96","18.5","17.68","15.72","16.04","16.12","14.34","12.3","13.27","10.85","12.24","11.15","11.01","10.96","10.95","9.85","8.92","8.23","7.92","7.39","6.9","6.23","5.79","5.82","4.67","4.61","4.83","4.26"
"HFAMDB_798","TOTAL","ALL","AZE","","","","","","","","","","","","","","15.46","13.86","","","13.16","16.86","15.03","17.78","18.92","17.83","16.06","16.79","13.92","12.12","10.48","8.26","6.26","6.03","5.23","6.65","5.73","5.41","7.93","4.59","","","1.08","","","","","","","","",""
"HFAMDB_798","TOTAL","ALL","BLR","","","","","","","","","","","","","","18.39","18.05","","","15.44","14.19","14.84","19.58","24.48","27.51","29.28","26.97","22.17","20.36","21.6","21.07114814","20.48","22.37","20.37","18.26","18.22","21.19","21.45","20.30172629","19.83170378","","18.33","18.69","15.31","14.28","14.83","","10.98","9.89","",""
"HFAMDB_798","TOTAL","ALL","BEL","27.74","28.51","30.89","30.41","30.77","28.96","26.43","24.17","24.84","24.33","24.15","23.18","25.38","23.07","21.71","22.19","19.36","17.82","20.38","19.39","18.21","17.99","17.84","17.27","15.98","16.82","17.89","15.62","14.36","14.17","15.26","14.76","16.09","15.56","13.58","11.46","11.07","10.57","10","10.45","9.16","8.92","8.01","7.7","6.46","6.41","5.82","5.69",""
"HFAMDB_798","TOTAL","ALL","BIH","","","","","","","","","","","","","","","","","","9.35","8.28","7.53","7.49","6.73","5.52","4.79","","","","","","","","","","","","","","","","","","","","0.1","","","5.84","",""
"HFAMDB_798","TOTAL","ALL","BGR","18.25","16.98","16.82","17.56","17.69","16.46","14.81","16.84","15.76","16.61","17.76","17.18","16.02","16.5","17.08","13.89","15.77","15.27","14.75","14.97","14.91","16","18.35","12.83","15.43","13.92","15.83","14.75","12.11","11.21","11.54","12.02","11.7","12.72","11.59","11.57","11.85","10.83","12.99","12.93","13.35","10.97","9.05","7.94","6.79","7.45","8.12","",""
"HFAMDB_798","TOTAL","ALL","HRV","","","","","","","","","","","","","","","","","","23.7","21.93","21.13","21.32","20.86","22.49","20.1","17.8","12.85","12.8","15.44","13.77","14.42","14.7","14.78","16.26","14.51","13.61","15.85","14.5","13.55","13.86","14.32","14.91","12.8","10.3","10.58","9.37","9.14","7.77","9.25","7.94"
"HFAMDB_798","TOTAL","ALL","CYP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.49","30.68","11.13","13","11.66","10.38","9.06","8.32","6.95","5.71","5.62","7.95","6.57"
"HFAMDB_798","TOTAL","ALL","CZE","","","","","","","","","","","","","","","","","","","11.48","11.89","12.51","13.2","14.93","14.93","16.16","15.81","17","15.39","14.13","14.6","12.98","14.34","14.33","13.45","13.59","13.33","11.91","11.55","9.92","11.19","10.28","9","8.08","7.76","7.23","6.8","7.14","7.28","6.29"
"HFAMDB_798","TOTAL","ALL","DNK","","26.85","26.04","25.77","24.74","24.54","16.86","17.31","17.3","17.1","16.6","14.99","14.29","14.43","13.28","13.46","13.36","14.97","14.16","13.97","14.23","12.65","12","11.91","11.31","10.51","10.69","11.3","10.01","9.3","9.63","9.94","9.21","8.41","8.45","8.12","6.88","6.43","5.81","6.84","6.93","5.53","4.77","3.7","3.1","3.46","3.34","3.3",""
