"Measure code","AGE_GRP","SEX","COUNTRY_REGION","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"HFAMDB_230","GTE65","ALL","ALB","","","","","","","","","","","","","","","","","","","","120.37","110.51","108.5","","","104.9","114.63","132.7","97.97","112.44","85.64","110.21","64.64","97.59","97.49","106.76","124.1","116.67","108.78","103.88","95.66","31.15","32.71","","","","","","",""
"HFAMDB_230","GTE65","ALL","ARM","","","","","","","","","","","","","","5.31","8.31","","","9.49","6.3","12.49","9","6.2","10.33","9.48","12.88","15.12","9.57","14.43","10.82","9.5","8.49","9.47","12.29","12.05","18.17","19.58","","","","","20.07","","","","14.99","9.42","11.29","13.58","17.46"
"HFAMDB_230","GTE65","ALL","AUT","","37.36","37.28","45.97","46.01","40.37","34.07","38.39","34.06","33.83","40.8","35.57","36","43.83","47.19","48.72","54.7","62.95","65.33","70.02","66.3","68.44","76.81","70.22","70.34","67.84","68.93","71.61","70.11","67.78","62.6","53.53","59.35","60.65","131.41","144.6","102.2","101.14","107.9","110.11","117.68","121.44","115.49","115.29","126.23","130.29","115.88","121.42","121.91"
"HFAMDB_230","GTE65","ALL","AZE","","","","","","","","","","","","","","8.1","10.2","","","7.13","7.36","9.46","6.54","22.2","14.63","20.15","16.23","18.02","41.03","23.59","21.37","21","24.09","21.61","19.68","42.82","27.92","33.34","18.24","","","131.2","","","","","","","","",""
"HFAMDB_230","GTE65","ALL","BLR","","","","","","","","","","","","","","7.06","6.67","","","11.81","10.2","13.83","20.4","16.06","30.73","31.79","18.57","20.74","31.56","48.48","55.39263731","32.44","15.98","16.99","17.3","21.15","14.43","13.22","15.13097398","15.09441039","","24.59","27.25","34.82","49.85","55.7","","76.42","112.81","",""
"HFAMDB_230","GTE65","ALL","BEL","63.5","72.8","61.39","62.23","61.24","68.65","56.27","61.31","59.75","56.24","59.84","63.53","69.43","82.22","109.74","123.02","119.28","123.06","146.52","174.24","197.99","213.08","201.22","222.42","228.75","149.12","141.65","141.68","144.63","162.39","124.67","128.69","124.46","123.44","133.07","155.08","139.63","153.58","155.76","154.69","170.79","165.85","171.56","168.54","191.99","187.82","168.61","182.59",""
"HFAMDB_230","GTE65","ALL","BIH","","","","","","","","","","","","","","","","","","51.68","71.62","82.04","87.04","86.96","86.85","69.8","","","","","","","","","","","","","","","","","","","","59.85","","","49.7","",""
"HFAMDB_230","GTE65","ALL","BGR","11.13","11.93","9.58","11.02","9.97","10.5","8.95","11.17","8.48","11.92","9.85","9.87","11.02","20.81","22.43","40.07","13.45","14.91","12.25","12.21","12.43","14.92","16.28","16.32","15.28","21.68","20.21","24.83","28.64","38.91","35.61","38.28","37.22","40.36","37.7","32.87","32.05","39.26","40.99","48.33","49.85","45.9","46.39","50.47","53.63","44.13","47.59","",""
"HFAMDB_230","GTE65","ALL","HRV","","","","","","","","","","","","","","","","","","29.16","18.29","19.23","25.16","25.16","21.18","23.77","18.28","22.14","27.26","31.56","35.79","36.23","41.55","42.65","50.19","46.18","45.38","44.62","49.09","56.64","65.95","69.63","70.75","69.39","73.84","77.44","75","77.4","73.68","96.11","98.5"
"HFAMDB_230","GTE65","ALL","CYP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.22","90.27","95.75","102.28","101.5","92.53","92.43","112.55","136.71","113.48","95.15","142.57","135.12"
"HFAMDB_230","GTE65","ALL","CZE","","","","","","","","","","","","","","","","","","","24.62","17.76","21.87","31.98","31.95","29.39","22.02","24.93","37.33","40.67","39.81","46.11","48.35","54.99","60.27","73.33","77.89","89.42","88.59","91.81","93.22","49.87","51.55","41.62","40.53","89.18","104.61","106.08","108.47","122.15","126.81"
"HFAMDB_230","GTE65","ALL","DNK","","32.9","35.23","37.69","33.3","35.46","25.97","28.63","26.02","28.01","34.39","36.66","39.79","39.18","48.36","42.2","42.69","44.31","36.48","40.3","51.71","46.88","49.63","44.04","48.61","52.78","57.6","70.73","64.33","75.86","82.44","91.73","93.96","101.83","108.25","109.58","109.66","112.81","123.6","126.68","124.6","126.83","144.47","140.68","140.58","151.51","151.12","163.27",""
"HFAMDB_230","GTE65","ALL","EST","","","","","","","","","","","","","","11.86","12.96","","","10.91","10.23","15.12","17.07","6.62","17.94","16.4","18.72","25.65","22.03","19.64","22.23","25.3","24.18","35.85","32.08","45.15","38.43","43.4","46.72","50.78","67.64","67.46","52.29","63.99","68.35","70.39","74.38","68.09","69.3","80.27",""
"HFAMDB_230","GTE65","ALL","FIN","","52.06","51.83","51.34","57.1","51.9","58.8","55.36","52.76","57.92","54.23","37.83","46.29","42.41","51.19","48.41","45.82","51.16","49.22","82.89","86.15","90.23","94.02","91.74","86.77","103.09","86.88","99.99","128.73","145.1","145.13","156.13","148.73","173.03","206.15","212.12","228.27","248.84","281.02","310.98","340.41","378.56","424.48","442.83","490.44","514.34","561.85","",""
"HFAMDB_230","GTE65","ALL","FRA","162.55","133.55","123.2","118.6","107.67","110.74","106.27","104.08","107.87","105.82","107.68","125.56","105.24","106.38","98.79","104.54","85.19","72.39","77.23","77.18","84.57","89.89","90.32","86.11","86.74","89.83","90.55","93.34","95.98","100.69","120.53","129.58","151.76","156.58","165.79","186.85","166.99","182.47","179.29","181.43","189.48","188.18","187.48","187.54","197.01","188.71","179.64","",""
"HFAMDB_230","GTE65","ALL","GEO","","","","","","","","","","","","","","16.5","5.93","","","6.57","5.94","9.74","8.24","5.19","8.87","7.27","3.7","","6.06","3.31","23.72","30.06","8.47","12.32","8.11","4.96","","","14.08","29.83","30.42","26.09","","33.95","38.87","49.97","50.35","49.07","60.13","62.08",""
"HFAMDB_230","GTE65","ALL","DEU","","","","","","","","","","","","","","","","","","","","","","","67.58","70.46","72.33","74.43","75.35","79.1","85.69","85","86.09","83.42","83.24","84.19","88.98","91.81","85.8","87.82","89.33","82.18","87.94","89.69","92.96","94.48","100.42","107.4","104.75","116.09",""
"HFAMDB_230","GTE65","ALL","GRC","142.37","127.78","110.31","98.06","92.45","98.26","82.1","76.7","73.22","62.45","58.81","71.29","64.19","59.56","62.14","58.94","60.69","67.93","62.31","67.12","46.03","44.88","30.84","39.54","56.25","65.6","54.51","43.22","36.89","37.13","36.28","38.73","53.42","48.83","44.56","40.98","42.57","38.83","42.89","46.32","44.97","48.68","45.61","42.87","56.22","","71.88","84.69",""
"HFAMDB_230","GTE65","ALL","HUN","","36.47","38.97","39.12","38.29","56.61","64.73","57.09","63.7","70.77","65.68","24.95","22.41","27.7","27.02","33.69","30.44","29.96","30.47","33.62","30.65","34.96","32.8","35.44","40.56","40.18","44.72","39.05","56.66","48.44","65.11","74.82","78.11","71.94","69.65","70.36","70.88","62.88","59.04","66.24","66.89","64.11","65.96","64.3","70.09","65.86","67.6","63.59","72.74"
"HFAMDB_230","GTE65","ALL","ISL","","","","59.69","79.52","43.26","80.07","49.49","50.57","33.89","83.6","72.13","50.7","32.64","70.53","69.86","65.13","59.44","44.43","68.3","93.58","49.13","98.38","100.51","100.67","85.09","83.69","125.48","140.19","159.69","173.85","156.51","202.22","176.38","196.94","240.89","236.92","282.35","246.18","301.25","304.91","297.31","320.84","332.46","324.38","348.45","300.25","336.17","415.52"
"HFAMDB_230","GTE65","ALL","IRL","82.72","82.46","89.01","87.53","82.33","86","103.98","104.49","94.9","93.74","97.63","90.74","91.52","94.95","99.62","106.15","116.09","113.04","115.14","115.49","109.01","108.45","108.87","113.69","101.76","123.46","92.08","102.45","102.02","91.51","97.78","112.3","103.02","107.75","102.09","107.05","105.77","106.04","103.19","131.81","127.38","135.91","141.6524425","148.47","177.13","177.34","","",""
"HFAMDB_230","GTE65","ALL","ISR","","","","","","","","41.72","42.86","51.73","63.9","76.01","47.88","32.19","40.97","69.58","51.17","53.22","60.38","58.16","58.73","56.49","47.13","64.34","62.32","72.16","72.65","76.79","37.11","51.01","87.46","120.95","112.93","109.34","109","117.97","102.54","110.73","107.24","105.25","102.42","102.88","100.1","102.57","111.67","111.66","119.34","113.7",""
"HFAMDB_230","GTE65","ALL","ITA","43.73","43","44.34","49.57","45.16","48.55","45.09","46.19","42.95","45.74","43.48","48.51","56.19","56.1","62.95","67.25","64.5","79.21","77.75","80.47","85.47","80.71","83.58","87.28","86.7","87.13","89.63","93.59","92.19","94.53","96.92","96.73","97.97","99.78","98.11","133.27","112.39","122.68","122.91","127.81","128.49","129.22","126.89","130.7","137.01","128.08","127","143.29",""
"HFAMDB_230","GTE65","ALL","KAZ","","","","","","","","","","","","","","14.47","19.65","","","14.59","14.71","16.74","20.5","10.7","13.92","8.75","25.53","18.28","14.33","13.49","13.33","19.3","18.03","13.74","19.81","22.39","15.36","25.1","26.95","21.15","22.64","19","23.55","29.96","40.53","80.49","184.59","530.53","742.36","726.81",""
"HFAMDB_230","GTE65","ALL","KGZ","","","","","","","","","","","","","","5.24","4.81","","","11.27","4.1","8.92","14.61","8.84","4","9.26","8.35","11.83","13.19","20.14","14.54","13.28","8.46","16.61","16.44","8.12","22.75","40.71","34.04","13.34","15.39","22.79","28.47","20.4","17.4","19.37","20.33","17.75","29.26","19.13",""
"HFAMDB_230","GTE65","ALL","LVA","","","","","","","","","","","","","7.73","8.75","7.11","10.19","9.64","10.16","10.87","8.55","9.56","8.32","9.62","9.98","9.62","11.77","17.06","13.26","22.01","25.15","28.62","19.77","28.86","43.88","43.99","40.43","30.38","38.16","32.08","32.87","35.7","27.09","30.99","31.24","40.07","40.35","44.29","56",""
"HFAMDB_230","GTE65","ALL","LTU","","","","","","","","","","","","","","6.14","10.52","","","14","9.26","12.05","10.73","9.05","11.45","13.28","10.66","14.12","9.57","18.28","12.83","17.41","19.44","20.59","22","22.57","27.57","26.93","33.91","38.14","44.24","49.86","55.46","55.78","59.48","57.92","53.18","59.51","63.28","63.97","61.33"
"HFAMDB_230","GTE65","ALL","LUX","","","","95.02","70.29","62.44","83.74","74.2","62.62","39.19","82.41","122.17","103.94","132.05","104.7","112.28","83.37","84.52","87.96","78.18","69.6","101.51","75.48","106.91","81.77","85.9","74.44","72.29","63.47","78.76","150.49","139.75","125.74","141.35","144.96","155.88","132.41","179.64","141.65","136.88","133.29","95.74","147.05","158.44","156.87","157.39","142.61","152.75",""
"HFAMDB_230","GTE65","ALL","MLT","25.09","24.29","44.66","48.35","60.46","86.47","53.02","53.86","91.37","34.43","10.47","48.12","28","14.77","9.9","5.79","13.7","24.33","5.36","25.57","52.69","49.93","34.88","90.94","62.26","45.64","45.59","83.17","62.75","76.59","105.17","74.87","81.77","57.68","60.39","112.84","80.25","131.19","122.16","87.27","105.32","107.47","88.5","95.39","53.77","85.19","70.07","93.08",""
"HFAMDB_230","GTE65","ALL","MNE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.67","22.9","22.34","18.18","11.23","9.67","8.36","10.37","11.26","9.32","","","","","","",""
"HFAMDB_230","GTE65","ALL","NLD","","65.71","65.94","65.71","58.41","56.25","56.69","57.19","43.14","37.73","51.11","61.38","64.08","74.52","76.59","72.28","71.74","86.23","90.82","84.85","95.29","103.11","97.53","99.16","94.35","69.41","73.18","65.05","100.22","99.13","98.02","104.43","91.44","97.94","111.99","113.44","104.38","106.9","114.37","110.55","119.87","124.68","129.41","135.15","146.4","174.45","179.55","191.47","206.12"
"HFAMDB_230","GTE65","ALL","NOR","","59.22","50.71","47.32","48.29","46.42","54.47","43.38","50.03","49.46","44.3","53.73","58.31","58.33","58.96","65.59","64.4","67.24","67.89","71.3","66.47","68.35","76.84","79.63","73.35","71.19","71.29","79.4","83.64","102.74","100.93","106.24","98.64","113.29","111.06","116.83","130.18","122.01","123.78","124.11","137.89","138.91","147.14","145.55","153.83","149.11","168.13","161.32",""
"HFAMDB_230","GTE65","ALL","POL","","28.1","32.62","28.25","28.88","25.22","24.15","24.94","22.79","21.02","21.56","19.93","26.46","22.92","23.92","20.45","20.95","22.19","21.25","22.6","23.05","22.4","23.57","22.24","19.35","22.63","23.06","24.29","26.63","","","37.84","39.64","42.37","43.93","44.05","47.55","56.17","55.18","55.15","54.91","58.37","58.19","60.05","62.84","62.91","55.68","57.71",""
"HFAMDB_230","GTE65","ALL","PRT","","","","21.78","21.13","21.15","31.54","25.25","26.66","23.02","27.23","23.48","37.21","36.89","31.68","30.18","27.77","33.36","32.25","27.48","27.29","28.19","33.06","33.52","30.89","35.73","36.11","37.1","43.66","46.12","47.11","61.37","63.76","74.15","84.57","103.16","97.22625464","","","102.6","102.3","109.21","114.83","110.74","117.03","120.08","116.9","",""
"HFAMDB_230","GTE65","ALL","MDA","","","","","","","","","","","","","","4.05","2.57","","","10.08","10.23","9.09","5.69","14.27","17.55","12.27","11.81","11.71","14.39","10.26","9.05","14.08","7.26","6.46","8.03","9.05","12.92","12.5","11.4","12.7","17.09","19.72","20.63","17.4","23.39","16.12","17.3","17.46","19.9","17.71","18.19"
