"Measure code","AGE_GRP","SEX","COUNTRY_REGION","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"HFAMDB_332","GTE65","ALL","ALB","","","","","","","","","","","","","","","","","","","","56.36","47.34","58.89","","","52.39","46.05","49.65","29.48","33.41","31.73","29.26","31.15","41.65","43.02","54.03","56","63.7","58.26","54","24.41","12.98","3.72","","","","","","",""
"HFAMDB_332","GTE65","ALL","ARM","","","","","","","","","","","","","","54.48","52.21","","","62.93","77.88","79.32","128.81","128.04","135.82","141.97","157.12","174.22","148.68","201.49","227.49","249.54","250.07","253.69","242.38","263.29","368.62","409.97","","","","","304.6","","","","280.2","280.44","260.63","275.19","242.63"
"HFAMDB_332","GTE65","ALL","AUT","","114.89","128.24","117.05","115.35","101.29","99.23","99.82","92.58","103","106.25","97.21","84.31","96.15","88.87","91.57","82.86","96.57","104.69","104.23","104.99","124.74","149.44","132.73","116.27","113.56","109.03","118.52","109.91","106.67","93.61","97.86","89.34","92.21","127.34","192.28","244.07","245.85","236.24","208.88","220.82","208.82","188.95","179.11","180.57","170.42","172.6","188.25","179.84"
"HFAMDB_332","GTE65","ALL","AZE","","","","","","","","","","","","","","60.88","46.58","","","47.52","50.77","46.58","43.54","62.68","72.21","86.48","91.67","84.48","105.95","87.5","96.94","107.85","115.51","127.64","112.87","137.25","148.89","139.04","140.16","","","84.25","","","","","","","","",""
"HFAMDB_332","GTE65","ALL","BLR","","","","","","","","","","","","","","10.75","14.12","","","14.76","16.89","15.14","20.74","27.5","33.26","34.95","39.53","36.72","34.27","32.29","28.42799972","35.96","33.12","30.76","28.24","29.94","30.34","23.65","20.82296397","22.56043458","","17.83","13.39","14.37","13.44","11.7","","7.74","7.89","",""
"HFAMDB_332","GTE65","ALL","BEL","247.44","287.61","288.51","271.38","248.79","238.96","239.98","257.21","256.53","245.72","277.7","186.9","189.85","170.31","153.98","153.7","149.34","148.49","134.12","113.55","123.92","122.36","120.99","110.54","106.44","122.08","109.79","113.06","108.18","111.75","100.25","142.21","111.3","107.8","111.89","122.21","117.26","114.88","104.99","101.62","103.1","102.57","99.79","93.37","102.03","97.57","91.2","89.59",""
"HFAMDB_332","GTE65","ALL","BIH","","","","","","","","","","","","","","","","","","111.52","114.97","131.43","130.78","114.53","121.95","153.5","","","","","","","","","","","","","","","","","","","","294.77","","","322.52","",""
"HFAMDB_332","GTE65","ALL","BGR","59.3","56.3","49.45","53.75","46.7","50.01","52.49","53.72","56.61","62.18","64.45","66.91","67","73.04","80.34","83.34","90.77","89.14","98.43","101.52","108.09","103.99","106.69","113.89","109.74","101.2","105.53","132.86","127.56","136.37","122.68","116.6","124.32","115.35","113.12","113.68","110.47","109.25","125.49","121.62","123.15","113.26","98.42","91.91","93.67","77.41","80.74","",""
"HFAMDB_332","GTE65","ALL","HRV","","","","","","","","","","","","","","","","","","82.37","69.64","79.9","87.37","96.47","90.64","101.14","134.61","116.93","134.08","154.03","182.81","202.68","180.22","151.62","137.69","95.44","110.47","129.72","113.91","130.01","127.09","153.87","146.46","147.78","151.22","127.41","137.05","128.31","134.55","163.62","187.13"
"HFAMDB_332","GTE65","ALL","CYP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350.26","342.29","340.77","315.82","317.83","271","275.78","327.39","319.21","319.94","325.09","307.94","247.51"
"HFAMDB_332","GTE65","ALL","CZE","","","","","","","","","","","","","","","","","","","136.67","124.95","127.55","131.92","136.17","108.48","95.03","92.09","80.86","51.72","47.63","58.62","83.85","68.55","80.41","69.38","71.14","82.15","73.46","75.13","79.03","133.12","107.8","101.88","100.33","130.33","120.17","195.33","182.54","197.45","195.17"
"HFAMDB_332","GTE65","ALL","DNK","","98.32","85.85","98.78","106.64","87.27","90.39","86.55","78.37","66.93","69.03","70.4","67.23","89.03","93.9","102.05","91.58","85.03","90.38","85.97","96.13","82.84","86.99","85.14","92.99","104.75","90.6","86.71","77.4","117.11","129.34","152.85","160.25","148.82","180.33","170.01","154.1","160.11","153.96","147.3","139.23","142.76","130.77","127.76","125.14","123.33","120.85","121.83",""
"HFAMDB_332","GTE65","ALL","EST","","","","","","","","","","","","","","19.1","16.65","","","19.69","23.53","17.37","23.53","23.04","25.08","24.48","30.21","27.35","33.32","32.75","28.06","34.71","34.41","41.96","47.59","48.35","38.66","58.89","99.69","77.54","79.91","87.01","77.12","64.63","49.38","55.48","39.4","49.28","48.43","45.16",""
"HFAMDB_332","GTE65","ALL","FIN","","148.96","127.6","146.82","145.61","141.15","149.57","150.08","118.9","128.81","110.1","96.86","108.86","83.51","72.25","76.63","70.98","70.66","66.04","68.91","66.39","61.49","73.13","65.23","65.21","66.91","59.61","60.2","62.54","56.21","55.69","55.15","56.57","52.37","53.7","49.65","46.82","46.75","42.04","45.92","46.96","37.71","37.84","38.49","41.31","37.23","41.86","",""
"HFAMDB_332","GTE65","ALL","FRA","126.77","178.64","160.72","156.26","159.48","154.41","160.4","171.07","175.41","166.13","161.71","141.77","139.07","139.6","132.71","139.87","132.11","129.72","133.5","117.48","113.14","114.66","116.13","111.92","108.03","110.52","107.18","108.22","107.34","107.06","127.99","135.44","147.42","147.76","150.85","172.73","139.01","138.18","127.46","121.43","123.22","120.36","114.38","106.23","108.83","106.64","100.68","",""
"HFAMDB_332","GTE65","ALL","GEO","","","","","","","","","","","","","","21.66","20.28","","","31.11","47.89","46.06","54.98","74.12","81.44","51.02","43.15","","54.88","63.31","54.74","56.06","78.36","94.14","107.66","83.03","","","102.66","57.08","54.61","52.08","","67.88","56.49","115.2","133.19","118.21","147.66","142.01",""
"HFAMDB_332","GTE65","ALL","DEU","","","","","","","","","","","","","","","","","","","","","","","135.82","136.34","133.33","162.19","153.16","155.79","157.93","147.06","134.45","132.64","132.89","134.84","144.97","148.2","144.25","146.23","132.46","126.79","127.75","127.86","129.05","127.82","128.37","131.76","120.7","131.93",""
"HFAMDB_332","GTE65","ALL","GRC","164.58","165.93","159.46","167.1","184.7","187.75","181.25","198.32","198.91","214.2","212.81","195.06","213.02","204.2","220.81","229.88","240.63","222.24","67.26","73.58","65.55","56.51","58.64","74.95","84.58","66.14","48.23","48.47","55.78","48.14","37.56","46.2","48.76","44.33","47.12","45.7","53.13","56.5","60.15","62.48","58.24","49.14","44.7","48.37","45.1","","58.82","62.1",""
"HFAMDB_332","GTE65","ALL","HUN","","42.42","58.37","59.28","57.17","44.76","31.42","49.79","77.64","93.89","108.44","113.61","112.33","115.63","112.25","122.05","114.03","108.37","111.89","114.34","104.76","102.78","107.39","103.46","100.74","99.29","106.97","102.75","98.79","107.36","117.74","132.68","125.19","93.4","120.32","132.79","115.74","186.94","158.52","153.33","139.96","127.45","124.8","134.22","134.59","121.87","120.74","117.62","126.7"
"HFAMDB_332","GTE65","ALL","ISL","","","","36.88","29.55","49.92","33.57","14.92","21.51","8.59","19.36","34.43","16.48","51.83","51.96","29.8","25.54","30.56","33.18","20.25","36.22","40.85","21.78","55.77","21.4","72.2","24.34","35.38","69.7","40.08","60.31","79.13","53.56","66.89","53.15","54.99","56.33","48.38","78.22","56.5","67.27","76.98","43.71","52.27","44.8","64.81","54.06","55.75","80.46"
"HFAMDB_332","GTE65","ALL","IRL","80.9","96.87","89.74","92.01","114.58","98.89","90.68","102.52","88.85","91.57","109.68","88.63","84.13","86.96","83.86","84.91","84.81","76.67","81.63","126.49","105.44","104.87","125.5","118.98","120.29","126.34","91.19","93.06","102.66","91.62","95.51","111.7","103.16","98.13","102.98","95.77","105.86","108.69","123.38","111.26","97.99","95.55","95.15662227","87.12","97.31","101.96","","",""
"HFAMDB_332","GTE65","ALL","ISR","","","","","","","","82.33","85.94","89.65","117.4","119.92","62.65","41.87","61.12","125.99","98.72","124.06","114.65","160.79","188.39","205.06","182.86","168.77","190.72","160.38","152.12","185.57","265.08","358","353.73","367.97","369.8","364.63","348.22","404.26","356.34","331.62","318.14","323.41","320.79","287.56","273.44","256.06","263.71","255.85","252.07","264.33",""
"HFAMDB_332","GTE65","ALL","ITA","158.92","168.46","169.46","168.12","156.16","173.92","146.69","151.46","145.56","146.97","142.89","160.97","185","184.5","210.9","231.54","213.58","208.58","197.04","182.51","194.09","195.33","197.37","192.53","184.9","165.75","158.36","173.47","175.38","163.76","160.24","161.97","155.81","152.81","146.97","169.78","152.57","160.43","153.57","153.48","152.61","152.16","147.64","152.25","153.24","143.73","137","150.5",""
"HFAMDB_332","GTE65","ALL","KAZ","","","","","","","","","","","","","","23.87","21.62","","","30.25","31.06","34.93","37.59","46.78","47.37","53.55","61.17","68.52","75.45","77.44","76.97","84.73","72.11","78.47","72.24","72.17","79.11","67.34","60.09","56.44","55.06","61.41","57.47","50.93","53.97","53.05","58.41","131.88","162.42","222.9",""
"HFAMDB_332","GTE65","ALL","KGZ","","","","","","","","","","","","","","18.89","21.65","","","12.89","19.42","22.81","27.12","37.55","31.16","43.01","44.89","56.68","56.76","73.99","77.68","54.48","63.33","50.22","64.86","47.42","52.28","46.44","60.36","60.24","61.92","60.29","58.69","59.21","40.72","52.87","49.05","63.9","68.28","59.02",""
"HFAMDB_332","GTE65","ALL","LVA","","","","","","","","","","","","","8.81","10.21","12.89","12.77","14.85","20.39","14.39","18.49","22.81","27","40.78","39.62","33.64","39.66","47.3","51.15","42.93","42.21","46.21","52.51","45.06","60.49","50.42","50.11","48.28","48.17","52.62","76.84","80.5","108.56","115.64","100.83","94.63","93.24","98.83","92.62",""
