"Measure code","AGE_GRP","SEX","COUNTRY_REGION","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"HFAMDB_774","0_64","ALL","ALB","","","","","","","","","","","","","","","","","","","","47.79","43.57","43.21","","","49.89","22.9","32.23","14.03","13.61","10.98","13.23","8.83","9.68","9.28","12.75","12.17","11.1","15.08","12.3","8.15","8.05","9.12","","","","","","",""
"HFAMDB_774","0_64","ALL","ARM","","","","","","","","","","","","","","12.02","11.23","","","11.83","5.06","3.71","3.75","5.78","6.83","5.82","6.9","6.44","7.52","4.8","4.43","2.52","3.31","2.73","2.99","2.91","3.17","5.07","","","9.44","","8.41","9.45","","","10.04","7.64","8.6","6.62","7.05"
"HFAMDB_774","0_64","ALL","AUT","","2.99","3.03","3.19","3.24","2.52","2.98","2.75","2.6","2.86","3.54","4.01","2.14","2.33","2.5","2.38","2.65","3.38","3.04","3.61","3.71","3.49","3.36","2.66","2.68","2.84","1.96","1.55","1.44","1.39","1.37","1.29","1.31","1","1.15","0.84","0.67","1.06","0.98","1.23","1.07","5.82","5.85","5.67","5.94","5.94","6.01","6.64","6.59"
"HFAMDB_774","0_64","ALL","AZE","","","","","","","","","","","","","","13.32","10.14","","","6.85","4.8","3.97","7.69","7.45","6.49","9.1","11.99","11.55","8.83","9.12","11.33","10.39","6.95","7.22","8.26","6.25","6.66","6.67","9.72","","","29.21","","","","","","","","",""
"HFAMDB_774","0_64","ALL","BLR","","","","","","","","","","","","","","10.02","9.47","","","7.58","1.49","1.88","2.42","3.68","5.97","6.86","6.24","8.66","9.09","10.02","11.16921243","12.04","12.65","11.94","11.98","13.21","18.1","19.76","17.25976472","16.51436946","","15.62","15.06","11.39","9.12","9.36","","7.17","5.86","",""
"HFAMDB_774","0_64","ALL","BEL","17.78","20.74","19.02","20.27","20.38","21.13","19.93","21.03","20.83","20.09","18.89","16.9","16.94","14.14","14.51","15.68","15.15","15.52","17.35","15.21","14.99","16.13","14.65","15.95","15.93","10.3","9.69","8.1","6.75","5.62","7.16","7.63","5.9","5.55","5.5","5","5.19","5.16","5.23","5.16","4.58","5.28","11.1","10.89","11.28","10.27","10.24","10.66",""
"HFAMDB_774","0_64","ALL","BIH","","","","","","","","","","","","","","","","","","48.58","47.63","29.91","25.43","27.23","24.68","28.55","","","","","","","","","","","","","","","","","","","","19.25","","","18.05","",""
"HFAMDB_774","0_64","ALL","BGR","5.8","6.27","4.84","5.43","5.8","6.57","8.02","8.13","6.41","7.38","7.69","7.64","25.75","5.34","7.4","7.44","4.82","5.47","5.08","6.3","6.21","6.95","8.06","8.07","9.41","7.38","10.08","8.18","8.29","12.31","11.97","13.72","13.39","14.75","13.68","15.52","14.52","9.64","10.85","9.19","9.86","10.14","11.37","12.88","10.84","12.29","13.04","",""
"HFAMDB_774","0_64","ALL","HRV","","","","","","","","","","","","","","","","","","17.13","16.78","19.09","16.23","16.08","13.59","16.29","16.94","17.33","21.31","21.72","27.43","25.91","8.44","4.96","3.13","2.52","4.42","3.55","2.59","2.2","1.67","2.12","1.79","1.8","1.77","1.79","1.8","2.09","1.58","1.64","1.29"
"HFAMDB_774","0_64","ALL","CYP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.73","83.84","","","","19.26","18.49","11.82","7.21","4.61","7.64","5.53","1.95","1.91","2.41","2.55","0.68","1.97"
"HFAMDB_774","0_64","ALL","CZE","","","","","","","","","","","","","","","","","","","1.23","1.53","1.67","1.89","1.83","1.92","2","1.85","2.64","2.13","1.86","2.62","2.05","1.92","1.9","2.9","3.25","3.34","3.43","4.19","3.98","5.55","5.88","6.33","6.54","5.36","5.3","5.2","4.89","5.32","5.66"
"HFAMDB_774","0_64","ALL","DNK","","5.62","6.02","6.83","7.37","8.69","9.01","9.75","11.01","10.54","12.35","12.66","17.29","14.1","15.94","16.48","15.36","14.75","15.8","16.1","15.54","18.18","18.8","18.67","19.21","19.25","22.47","20.21","25.1","18.42","16.74","9.36","7.14","7.85","10.76","10.15","9.75","5.02","6.89","12.74","12.23","16.15","13.88","11.48","10.12","11.05","11.94","9.8",""
"HFAMDB_774","0_64","ALL","EST","","","","","","","","","","","","","","9.53","9.14","","","9.89","1.31","0.75","1.91","1.97","3.42","4.12","5.28","6.54","10.53","13.29","9.95","10.12","11.11","10.73","10.36","10.6","13.31","12.34","10.11","9.65","9.03","11.9","6.95","6.48","7.53","8.66","7.56","6.55","8.55","9.66",""
"HFAMDB_774","0_64","ALL","FIN","","1.78","1.14","1.12","1.2","0.9","1.16","1.29","1.57","1.58","1.33","1.42","2.46","2.07","2.01","2.11","2.57","3.24","3","2.93","3.79","3.27","3.49","2.55","2.48","2.35","2.24","2.66","2.49","2.69","2.54","2.77","2.67","2.92","3.41","4","3.62","4.07","3.51","3.77","3.51","3.68","3.79","3.37","4.14","4.92","5.68","",""
"HFAMDB_774","0_64","ALL","FRA","28.99","30.29","27.15","26.57","23.3","18.24","21.45","25.68","24.16","23.21","24.58","21.19","20.78","21.3","21.78","21.77","20.23","20.13","20.12","19.93","19.02","19.01","17.24","17.37","16.65","15.4","15","13.92","14.08","13.34","14.88","14.09","13.86","14.95","15.08","15.78","14.35","14.31","14.18","13.89","14.4","15.03","17.64","17.32","18.54","20.11","16.94","",""
"HFAMDB_774","0_64","ALL","GEO","","","","","","","","","","","","","","12.12","9.76","","","10.99","5.91","6.96","6.29","7.46","8.54","10.19","7.27","","8.33","9.5","9.2","13.06","11.69","10.84","12.58","12.63","","","32.1","34.2","44.29","31.85","","62.77","176.78","127.96","101.62","101.06","99.28","99.19",""
"HFAMDB_774","0_64","ALL","DEU","","","","","","","","","","","","","","","","","","","","","","","14.14","12.19","10.82","10.63","10.49","10.89","10.93","10.8","10.32","10.25","10.9","10.72","9.18","9.67","9.25","9.04","8.84","9.22","9.66","10.1","10.1","9.7","9.62","9.97","10.35","11.28",""
"HFAMDB_774","0_64","ALL","GRC","9.17","8.79","9.38","9.17","8.35","8.49","7.32","6.94","6.92","5.5","6.26","2.59","3.79","4.81","3.76","4.07","3.59","3.78","6.31","6.14","5.79","6.18","6.99","6.41","7.21","6.75","6.05","4.98","4.46","4.25","5.49","5.43","6.01","5.46","6.53","4.96","4.71","4.8","4.41","5.27","5.92","5.42","6.02","5.53","5.84","","2.01","1.79",""
"HFAMDB_774","0_64","ALL","HUN","","0.16","0.12","0.18","0.28","0.14","0.16","0.06","0.02","0.07","0.04","0.06","0.41","0.55","0.42","0.67","0.59","0.62","0.46","0.63","0.87","0.62","0.84","0.8","0.84","1.08","0.99","0.85","0.9","1.12","1.04","1.05","0.9","1","0.92","0.82","0.9","1.13","0.91","0.92","0.78","0.83","0.77","1","0.86","0.87","0.75","0.86","1.09"
