"Measure code","AGE_GRP","SEX","COUNTRY_REGION","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"HFAMDB_192","15_29","ALL","ALB","","","","","","","","","","","","","","","","","","","","0.68","0.45","0.22","","","0.13","0.66","0.7","0","0.26","0.41","0.38","0","0.27","0.27","0.22","0.4","0.4","0","0","0.11","0","0","","","","","","",""
"HFAMDB_192","15_29","ALL","ARM","","","","","","","","","","","","","","0.53","0.51","","","0.71","0.5","0.52","0.67","1.02","0.94","0.88","0.78","0.8","1.02","1","1.85","1.47","1.17","0.95","0.42","0.97","0.65","0.77","","","1.35","","0.32","1.26","","","0.12","0","0.37","0.3","0.7"
"HFAMDB_192","15_29","ALL","AUT","","0.27","0.84","0.73","0.59","0.4","0.52","0.38","0.93","0.5","0.49","0.32","0.62","0.47","0.34","0.29","0.23","0.38","0.38","0.21","0.26","0.15","0.1","0.17","0.15","0.16","0.22","0.22","0.05","0.19","0","0.14","0.07","0.19","0.27","0.33","0.2","0.2","0.39","0.13","0.06","0.25","0.31","0.19","0.12","0.12","0.32","0.07","0.07"
"HFAMDB_192","15_29","ALL","AZE","","","","","","","","","","","","","","0.56","0.46","","","0.54","0.93","0.52","1.14","0.68","1.17","0.44","1.1","1.57","1.55","1.76","1.28","1.64","1.49","1.19","1.18","2.01","1.72","1.1","0.87","","","0.53","","","","","","","","",""
"HFAMDB_192","15_29","ALL","BLR","","","","","","","","","","","","","","0.53","0.37","","","0.45","0.59","0.59","0.63","0.69","0.8","1.02","1.47","1.26","0.94","1.34","1.34978064","1.76","1.09","1.13","0.99","0.74","1.41","0.73","0.64056924","0.76051498","","0.4","0.43","0.17","0.49","0.31","","0.31","0.35","",""
"HFAMDB_192","15_29","ALL","BEL","0.56","0.5","0.37","0.57","0.46","0.65","0.47","0.45","0.57","0.49","0.39","0.39","0.43","0.35","0.38","0.3","0.3","0.3","0.26","0.25","0.17","0.17","0.22","0.31","0.18","0.09","0.15","0.05","0.09","0.14","0.24","0.35","0.2","0.16","0.16","0.26","0.1","0.36","0.25","0.2","0.25","0.14","0.15","0","0.15","0.15","0","0.05",""
"HFAMDB_192","15_29","ALL","BIH","","","","","","","","","","","","","","","","","","0.41","0.58","0.73","1.05","0.48","0.63","0.4","","","","","","","","","","","","","","","","","","","","0.24","","","0.25","",""
"HFAMDB_192","15_29","ALL","BGR","0.51","0.36","0.39","0.47","0.61","0.36","0.79","0.45","0.5","0.8","0.91","0.78","1.14","1.11","1.37","1.26","1.11","1.29","0.96","0.78","1.04","0.72","0.81","0.89","1.36","1.01","1.28","0.97","0.91","0.93","0.72","0.39","1.11","0.82","0.52","0.46","0.58","0.78","0.24","0.51","0.37","0.45","0.44","0.2","0.47","0.14","0.21","",""
"HFAMDB_192","15_29","ALL","HRV","","","","","","","","","","","","","","","","","","0.36","0.47","0.29","0.67","0.49","0.49","0.2","0.29","0.3","0.1","0","0.31","0.41","0.3","0.1","0.31","0.34","0","0.33","0.11","0.11","0.43","0","0","0.32","0","0","0","0.13","0.12","0","0.27"
"HFAMDB_192","15_29","ALL","CYP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","0","0","0","0","0","0","0","0","0.91","0","0","0","0"
"HFAMDB_192","15_29","ALL","CZE","","","","","","","","","","","","","","","","","","","0.35","0.15","0.69","0.23","0.38","0.13","0.33","0.14","0.17","0.21","0.14","0.08","0.13","0.13","0.16","0.29","0.24","0.35","0.09","0.19","0.16","0.18","0.15","0.28","0.34","0.33","0.28","0.26","0.39","0.24","0.39"
"HFAMDB_192","15_29","ALL","DNK","","0.76","0.79","0.86","0.57","0.16","0.58","0.83","0.68","0.17","1.15","0.44","0.45","0.53","0.35","0.36","0.8","0.62","0.42","0.85","0.43","0.16","0.34","0.51","0","1.17","1.07","0.34","0.25","0.09","0.36","0.45","0.17","0.28","0.47","0.48","0.51","0.64","0.31","0","0.52","0.5","0.61","0.32","0.39","0.39","0.09","0.37",""
"HFAMDB_192","15_29","ALL","EST","","","","","","","","","","","","","","2.28","1.47","","","0.91","0.55","1.41","1.2","3.17","0.91","1.21","2.23","0.68","0.68","1.05","0.69","1.06","0.35","1.03","0.34","1.02","0.68","1.01","0.35","0.69","0.35","0.71","0","1.03","0","0","0.69","0.37","0.34","0.34",""
"HFAMDB_192","15_29","ALL","FIN","","1.94","1.51","1.28","1.32","2.01","1.55","1.75","1.6","1.09","1.1","1.06","1.33","0.93","0.51","0.6","0.78","0.54","0.99","0.44","0.55","1.01","1.12","0.83","0.21","0.5","0.77","0.28","0.82","0.73","0.95","0.64","0.84","0.63","0.41","0.31","0.71","0.4","0.4","0.9","1.2","0.8","0.8","0.49","0.6","0.88","1.58","",""
"HFAMDB_192","15_29","ALL","FRA","0.26","0.4","0.19","0.18","0.24","0.2","0.22","0.22","0.23","0.23","0.25","0.24","0.24","0.17","0.21","0.19","0.29","0.17","0.16","0.16","0.1","0.13","0.16","0.15","0.1","0.15","0.16","0.19","0.12","0.07","0.11","0.11","0.14","0.18","0.08","0.12","0.17","0.14","0.18","0.14","0.09","0.12","0.14","0.11","0.17","0.11","0.1","",""
"HFAMDB_192","15_29","ALL","GEO","","","","","","","","","","","","","","0.39","0.22","","","0.53","0.75","0.46","0.61","0.63","0.76","0.78","0.39","","0.96","1.18","0.28","0.58","0.5","0.61","0.52","0.41","","","0.19","0.09","0.31","0.3","","0.39","0.09","0.09","0","0.28","0.23","0.36",""
"HFAMDB_192","15_29","ALL","DEU","","","","","","","","","","","","","","","","","","","","","","","0.28","0.26","0.24","0.23","0.21","0.18","0.3","0.22","0.2","0.29","0.16","0.17","0.2","0.22","0.27","0.2","0.17","0.17","0.17","0.17","0.23","0.24","0.19","0.25","0.26","0.18",""
"HFAMDB_192","15_29","ALL","GRC","0.59","0.3","0.3","0.35","0.65","0.56","0.32","0.43","0.31","0.38","0.52","0.16","0.29","0.19","0.09","0.28","0.1","0.32","0.18","0.19","0.19","0.18","0.13","0","0.13","0.22","0.17","0.09","0.09","0.12","0.08","0.08","0","0.04","0.04","0.09","0.1","0.14","0.15","0.23","0.05","0.04","0.22","0.05","0.25","","0.06","0.12",""
