"Measure code","AGE_GRP","SEX","COUNTRY_REGION","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"HFAMDB_643","GTE65","ALL","ALB","","","","","","","","","","","","","","","","","","","","4.13","5.09","4.88","","","6.13","3.24","3.86","2.37","3.7","1.77","1.82","2.34","0.93","1.07","3.35","2.27","3.53","0.36","2.05","2.35","0.8","0.31","","","","","","",""
"HFAMDB_643","GTE65","ALL","ARM","","","","","","","","","","","","","","1.12","0.67","","","3.09","0.78","2.25","0.67","0.4","0.48","1.4","0.82","1.34","0.48","0.55","0.5","0","1.05","1.18","1.45","1.58","0","0.29","","","","","0.46","","","","0.65","0.41","0.19","0","0"
"HFAMDB_643","GTE65","ALL","AUT","","","","","","","","","","","","","3.66","3.99","3.41","2.11","2.39","2.7","2.45","1.53","2.23","2.53","2.25","1.93","1.8","1.52","1.16","2.12","1.15","1.87","0.87","1.46","0.87","0.64","0.88","1.06","0.7","0.82","1.03","0.62","1.21","0.65","1.16","0.54","0.66","0.71","0.32","0.84","1.1"
"HFAMDB_643","GTE65","ALL","AZE","","","","","","","","","","","","","","2.13","1.94","","","1.12","0.54","1.79","0.6","0","0","0","0","0","0.99","0.9","1.17","1.14","0.7","1.53","2.25","0.83","1.74","0.7","0.15","","","0","","","","","","","","",""
"HFAMDB_643","GTE65","ALL","BLR","","","","","","","","","","","","","","0.82","0.88","","","0.82","0.79","1.42","1.09","0.93","1.01","0.82","0.61","0.4","0.97","0.7","0.72756298","0.96","1.46","1.57","1.03","1.21","0.68","0.98","1.09698771","0.81782885","","1.35","0.86","1.11","1.12","1.41","","0.79","0.63","",""
"HFAMDB_643","GTE65","ALL","BEL","","","","","","","","","","","","1.08","0.64","0.82","1.12","0.1","0.92","1.62","0.89","0.59","0.94","0.91","1.04","0.96","0.8","0.78","1.05","1.25","0.8","1.28","0.77","0.9","0.91","0.5","0.76","1.36","0.63","0.8","0.73","0.74","0.61","0.93","0.78","0.53","0.58","0.84","0.53","0.73",""
"HFAMDB_643","GTE65","ALL","BIH","","","","","","","","","","","","","","","","","","0","0.36","1.55","1.48","0.51","0.91","2.36","","","","","","","","","","","","","","","","","","","","0.19","","","0.7","",""
"HFAMDB_643","GTE65","ALL","BGR","","","","","","","","","","","","","1.27","2.05","1.29","1.41","1.54","1.12","0.64","1.09","1.34","1.52","0.68","0.88","1.23","0.64","0.93","0.56","0.77","0.58","0.73","0.57","0.28","0.88","1.23","0.89","0.67","1.07","0.96","1.02","0.52","0.7","0.5","0.98","0.52","0.7","0.61","",""
"HFAMDB_643","GTE65","ALL","HRV","","","","","","","","","","","","","","","","","","1.92","2.38","1.82","1.91","3.01","1.84","1.57","1.86","2.44","2.01","0.84","1.62","2.52","2.41","3.25","1.86","1.19","0.93","0.91","1.72","1.92","0.5","1","1.75","2.65","1.1","1.02","1.23","0.82","0.31","1.03","1.58"
"HFAMDB_643","GTE65","ALL","CYP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","3.44","0.94","0.96","0","0.83","0","0","0","0.79","0.76","0.56","0.74"
"HFAMDB_643","GTE65","ALL","CZE","","","","","","","","","","","","","","","","","","","2.39","1.57","2.01","2.36","1.96","1.86","1.64","1.24","1.47","1.35","1.49","1.51","1.35","0.85","1.42","2.02","0.82","1.75","1.02","0.97","1.44","0.88","1.04","1.44","1.07","0.87","0.8","0.61","0.73","0.9","0.57"
"HFAMDB_643","GTE65","ALL","DNK","","","","","","","","","","","","","","","","","","","","","","","","","","","3.11","3.99","3.49","3.32","2.85","3.12","2.02","2.5","1.67","1.94","0.96","2.67","1.26","1.34","1.88","1.78","2.45","2.18","1.25","1.47","1.38","0.76",""
