"Measure code","AGE_GRP","SEX","COUNTRY_REGION","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"HFAMDB_410","30_44","ALL","ALB","","","","","","","","","0.24","0","0","","","0","0","0","0.13","0.13","0","0.3","0.29","0","0.31","0","0","0","0","0","0","0","0","","","","","","",""
"HFAMDB_410","30_44","ALL","ARM","","","0.67","0.66","","","0.62","0.32","0","0.39","0.61","0.14","0","0.1","0","0.1","0","0","0.1","0","0","0","0","0","0","","","0","","0","0.34","","","0","0.19","0","0","0"
"HFAMDB_410","30_44","ALL","AUT","","0.35","0.34","0.37","0.64","0.42","0.59","0.34","0.14","0.26","0.39","0.13","0.24","0.12","0","0.16","0.18","0.18","0.15","0.1","0.2","0.25","0.19","0.1","0","0","0.1","0","0.05","0","0.06","0","0","0","0.05","0","0.06","0.06"
"HFAMDB_410","30_44","ALL","AZE","","","0.81","0.29","","","0.11","0","0","0.06","0.25","0.18","0","0","0","0","0.06","0","0","0","0.05","0","0","0","0","0","","","0","","","","","","","","",""
"HFAMDB_410","30_44","ALL","BLR","","","0.17","0.17","","","0","0.12","0.05","0.11","0","0.1","0.04","0.05","0","0.05","0.12","0.08248304","0.04","0","0.04","0","0","0","0","0","0","","0","0","4.09","0.2","0.2","","0","0.05","",""
"HFAMDB_410","30_44","ALL","BEL","0.06","0.05","0.17","0.2","0.09","0.05","0.11","0.14","0","0","0.05","0","0.04","0.04","0.04","0","0.08","0.13","0.09","0.17","0.04","0.21","0.04","0","0.08","0","0.04","0","0.04","0","0.05","0","0.18","0","0.09","0","0.09",""
"HFAMDB_410","30_44","ALL","BIH","","","","","","","0","0","0","0","0","0","0.1","","","","","","","","","","","","","","","","","","","","0.39","","","0","",""
"HFAMDB_410","30_44","ALL","BGR","","0.74","0.85","0","0.58","0","0.6","0","0.05","0.1","0","0.16","0","0.11","0.12","0","0.06","0.11","0.12","0.11","0.06","0.24","0","0","0","0","0.13","0","0","0","0.54","0","0.12","0","0.06","0.13","",""
"HFAMDB_410","30_44","ALL","HRV","","","","","","","0","0","0","0","0.09","0","0","0","0","0.09","0","0","0","0","0.11","0","0","0","0.11","0","0.22","0","0","0","0.11","0.11","0.11","0","0","0","0.24","0.24"
"HFAMDB_410","30_44","ALL","CYP","","","","","","","","","","","","","","","","","","","","","0","0","","","","0","0","0","0","0","0","0","0.58","0","0","","0","0"
"HFAMDB_410","30_44","ALL","CZE","","","","","","","","0.42","0.22","0.12","0.37","0.13","0.16","0.13","0.3","0.26","0.14","0.14","0.04","0.1","0.14","0.05","0","0","0","0","0","0","0.09","0.18","0.3","0.13","0.13","0.05","0.23","0","0.04","0.38"
"HFAMDB_410","30_44","ALL","DNK","","","","","","","","","","","","","","","","0","0.09","0","0.17","0","0","0","0","0","0","0","0","0","0","0","0.08","0","0.1","0.1","0.09","0.19","0",""
"HFAMDB_410","30_44","ALL","EST","","","1.3","0.31","","","0","0.3","0","0","0","0.28","0.31","0","0","0.31","0.98","0","0","0","0","0","0","0","0","0","0","0","0","0","0.38","0","0","0","0","0","0",""
"HFAMDB_410","30_44","ALL","FIN","","","","","","","","","0","0","0","0","0","0","0","0.16","0","0.08","0","0","0.09","0.09","0","0","0.09","0","0","0","0","0","0","0","0","0.1","0","0.09","",""
"HFAMDB_410","30_44","ALL","FRA","0.11","0.15","0.28","0.08","0.25","0.03","0.16","0.19","0.06","0.15","0.12","0.05","0.05","0.07","0.13","0.02","0.07","0.05","0.05","0.12","0.13","0.14","0.05","0.1","0.07","0.01","0.07","0.03","0.02","0.05","0.12","0.03","0.11","0.04","0.09","0.04","",""
"HFAMDB_410","30_44","ALL","GEO","","","0.52","0.1","","","0.24","0","0.15","0.08","0.21","0","0","0.11","","0","0","0","0","0","0","0","0","","","0.1","0.11","0","0","","0.22","0.54","0.11","0","0.42","0","0",""
"HFAMDB_410","30_44","ALL","DEU","","","","","","","","","","","","0.12","0.06","0.05","0.09","0.04","0.09","0.05","0.04","0.06","0.1","0.04","0.04","0.04","0.03","0.03","0.03","0","0.03","0.03","0.06","0.03","0.04","0.01","0.05","0.05","0.14",""
"HFAMDB_410","30_44","ALL","GRC","0.05","0.1","0","0","0","0","0.05","0","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3","0.34","0.61","0","","0.41","0.09",""
